Hash,Ratio_Malicious/TotalAV
50ae2fc7316b1e7458e150f4354dbf0a,33/66
8968fede4bfedb54fe959bdb32b68783,30/66
04221556bda22c0503587da49755d8f0,32/66
7ebf1d8d8cc537c766ede1683c7c05cb,29/67
60a3aa1acd6de2fa158ad63fd325e2f2,34/65
82dcfac6b41d828e58c8317a04d7d73b,30/64
02dac4876f2be11150f76f6fd424f9b5,32/66
e93b5b58f23c97653f7b04e3f69c2041,34/67
01fbec31da199909f06d9e5400c8e0ff,26/65
d7c9d79d5187ccbc0d4f36b9183fb6fd,27/67
1d204aeec250abfc3f2cdc5d054129e7,28/67
efbd02e43cd805525f6fa4c8ac73a58f,21/65
9f881cc1ec2230e053fa058d8d05d43e,31/66
207eb21ff9a87401e37e0ebd1c7aa067,32/66
eb80bbae926b35ec56752c486bb431e2,28/67
41aea1309714a5f90fefe6c4c16aa034,31/66
84d6d7459ff6b8020e25059b669aeec2,32/65
db9a8b8d7bee925bab0bcc69be6fe279,26/66
d0be178f45aafa53ca81c1e99f64d76e,27/63
bf67ecf29f7381143f4d7c94d8a6edcd,31/66
f7185a17efae5bb480759932cf11085f,35/66
e4d9e1e73781ee6a849da0a8a72e6eba,23/67
aeb8cf03882c6086889e7f0b6ab569d1,36/67
e9b2f4b5ddfc2b5795623c09ae640cdd,32/67
9398d0e0da424c3abbd8a23bd03ea057,38/66
bfde521f71b0ec4fbfaaf93daac7c37c,26/66
e76acf6bf522fd5071a35c5d1e5cc49f,29/67
b785dbb6cd44b61a9d8a4622017190d9,19/63
fff04f28525f26eca3378bb155dd9cbc,30/66
a9d1e5ba9949208438ff2454d484dcfc,25/66
de7d1b2fa745d967eadd19fb7f63b491,30/67
6cad8dec98be7b321b6a73548ce98277,35/67
b486be4c05703ea579d3cd03314c6b31,31/65
d32ad6718ff924727a4000ac065c8251,33/66
410da0014f6e90337bccaed0e6aca6db,8/67
dd46b25910a7d96f0c66522ba188ddbc,31/66
6353fc3d9996868670b6be0c32027fa2,32/66
e6fde89067de56d2b57df089fb3f6625,31/66
9d795f4a9ac33c7fa29d77c5110f6e49,7/64
5ad60d1be7997d7fb1cc925ab2fca477,37/66
524a13d0d014bcf13684281fdab7dd46,31/67
7377c878cf40ec554c875a8c961742c0,24/67
20b4444558dd3b77b045e8a542bce19b,30/67
3b3bd7f9afdd684bfed260fab874a54c,38/66
b86cf18e05ea07c614df28e014d783df,30/66
aa952378df8d8eb609f6d0222649326c,39/66
eca45bc3ba6a94f99faa7442e08bae7e,27/66
acdbee9fa66d9664bbb4c1b7dcdeb35e,31/66
99b550f0b542637161bbdf6b6e7d4d3a,31/65
de66cb24bccd37e1692614757414bb14,24/67
5b7745bc25754d6428183d393c40aacd,30/67
1b4121688af70f64d6a3e2e2309114b1,33/66
0873d0779a7ba781025ee03d2e638461,30/66
7002d89b3e5e9944892e384b3332fcbd,31/65
a418a2313b05f76ac60969d1ed33ee70,26/66
eaa7e511651ec9d9e926e3211ef0bd49,30/67
cf33b527608960290245fbecf58dfd00,30/67
3227e1678f398a9ed821c461040de025,29/66
8b1deafa9cdcc5c8b3a2798f11af5f1b,30/65
f1096c7601b18fae0b40067a2ada0fef,28/66
d70cc9125540e0bc130246bac4ae3819,33/66
7b2cac90c845b3d0a7c49a7ceaee2492,30/65
8d06c015ed2b1e81502797cc2cfb9c36,30/67
fac0902818a0a4a56bc7f018bc3738aa,23/63
92f90bdb175b06f9489ebd6849aa7ad9,30/67
e01b0e2942a7654ab78d430f4cb8cba0,24/61
353f49768dde16ec2fd54a0b5249ed6f,24/67
654f13fe91829276457e48310db534b0,30/67
f547485ebce7fdb8c92fcb104f88b82a,30/64
232d58bba3afdec9f143320037e61f02,29/66
eb30fb34e8a1739da3b7520d1084ae26,23/65
3849b8638e304039dbd1244cd88a821d,25/66
7e277634d49fe2a4cdaa2b0206fbdf5e,34/66
40634d95b50030cc9c23625369efd6fd,45/67
a1d3bc75d85106c79c92d5a0e9a79ff0,11/66
8e3fb8f870a32fc81975bdf22a111bb4,6/64
1366749d572361aa4899ca2863e19b20,31/66
df9a94cfe4171eced548bdd4f015442c,38/66
ad2385435b99c5cb8b25ccadbc2435f8,33/67
ac1738b44c0e206d13cd0ef113d64461,26/64
69bc6815340c1468d075eea4b790f83c,28/67
b33d985bb815fae4b6eea177d2eff214,31/66
cf2c7dcc5fe727cdfc3398b0cef5f8d7,31/67
74e26945af9faac2835542e07a7c51dc,31/67
0cdf507b6270e83d32a3508b55d0a6b4,27/66
be6c63cd5fccabff009e1cb56626599d,28/66
671574e6308a5d220260e7fd13c46975,29/66
9a16e0cb07382374ca265eee36855c51,29/63
cbd269bd9abefdc7399b6c613622ccae,27/66
e8d050fe724a849794cc3b58bdf42c9b,32/65
b917e42da62c02afff9cb7976ae4730a,29/67
9d76478e71a1306be5aa0ffe21c85151,28/63
274711cb5a68f1cae24305b94ecdf163,32/66
97f16f66dab0ea7fb6d754a58f4d4148,28/67
76fc6f68902e928e68b8e270d674a269,29/65
530d74a553f3159e40567b5be340ed53,30/67
97e003076dff7d3060f99ab1647d2183,30/67
ca8dd043f488a253ce950bba0a942a7a,29/66
fa5d221fc7c030a1df161eac5553f85c,33/67
37a86f4ed6e23b856b8076a269b64bd3,33/65
c1371943148e992451373903cdb9f74e,30/67
f45a11b0ac5f544fcfed8f54d53272b5,34/67
0ce4c33ab1a2891b8511b1ae514bfd2a,28/63
4b03a5094331622886e5970b8ce90466,24/67
c003158837b0378cb25db11e582c4198,30/67
7224c6884e15be3ed0ec3895aa266763,21/66
ca57d9539c9848d8f69cf802f29bee2b,44/67
060df52ff4228f0a760fda0ac166dca5,32/66
fcdbdf625601a6cefc13d6f3f23589d7,18/66
dcdace371e3f395cd5fc32bcdb7b9e32,26/65
0dbbc178b8902334efaac0307e8997ff,29/66
32e4fa3fe20f115c3e7ca9ffce09b34e,32/65
d969cbef83d53a81538a0829749d0bb8,31/66
43207e76005a4a9e6a11893ef6cb0b7d,32/65
c4fb73042f1956a4d3606b0866bde0c5,28/67
f68a56c575088b5968dbf40bc86d6f4d,20/66
5865a70ff9d9cdbfbaff056b90c4370d,31/67
fa79765bd7062915ea2124981365497d,21/55
5e9ccd5f0c0a09710d855c93cc0e3f83,28/67
a15a0f3115d773f6879087e537412c92,30/66
63a27d2677533f06815f57cbd0bb1721,34/67
3a98013d1705aa22df0fdab5db1c2bf6,30/66
95a42a8c422c333c60467460479c66ba,30/67
ea357b4e8f8abed85e06f94d9ed04a03,29/66
0b223483308ee3e788fcbe88922f21ff,30/67
98f2ea49ee87de94400d15783d64725d,29/67
e066f3b18b0f2b8e3c0696cdab9666c7,29/67
06869d51737302293a0637d05c43a7dd,28/66
0e9396b2b64b1a30db5157a29ea7cf7d,24/67
23559096537eea4a9b5d542be9296eae,30/66
c5979c9fe6ebae288e008903d5dce3d7,23/59
17450fbd947adfff523e1dd1ce822d18,29/65
66403012979f55db99d0a7a489ae1f36,24/66
d0c5dd467e82cf33ed763193c290e862,32/66
39c91f51950065b12708f2f3412ba7f8,30/66
659b808f1e050eb0fef796c681762408,29/66
0ab80a6bdbef9c0a9d3255f32f75a240,34/65
71d6bc08ea3c32f963ac77cf60e95774,31/67
bfc1f2e884914f53a1f1a586ce42ad01,31/67
a7b2c7117db1649670bce6d53a7e46b5,30/66
f003418d016ec8861ab38b795ab9ba54,28/65
af737bf7df4ee5fd1c8ba0631b64a148,33/66
cf6dbdd88c633c76e05acbfc9c0f6fca,32/66
fdded5c7ca4d9fade9100769883f5a3a,28/65
0ba1bd53b62aeed9732a613f907e7443,30/66
9ae3ab30af4b89b43e534a5a435b4a1a,25/58
6d40064b8594ac0f9ccbc1504b1264dc,24/64
fcde33f2cb27bbe54256f67c07f66cc0,9/66
b03db794712c204d6406a4a00d270fe1,19/66
2df22aaeaf7139edd50e4d58d66940e6,31/66
71eecc6a6e925896e283ee0c20de14fb,11/66
078d39fe742d0f20a317f3176e1d3970,32/67
bbcaa3d8bfe71f75fec560f0a10728d5,29/66
184637d03a64b3803ef8094504ed4fc6,33/67
a9d2113fa593c83aaa039200d277457c,11/66
e5d98faa23baaa39056fbdfcfe5b21eb,29/66
2a92058678f68e2d0d1e268924fe0674,30/66
3985d74a0291cc64e6c1022b9594010e,28/67
37e5a4703926b439075f773a14a4d954,29/67
b6a9e85537c5f7067f0929b7d83525ab,19/58
6d466a78c96186ee30444b67a4bcd354,30/61
6af75e772d9dc7057106d7c9e96f31ee,29/66
5ae3c4e7167fb1a65ed797f97c89c793,31/65
be4d3d36881372f704afa0a299da81bc,23/67
2f0f01c9868af89050bd67a5d8d8d041,31/66
7a903058ed94aacc63f3580208ada8fa,34/67
2858bfbf2261fe7266be21795352bcd3,30/67
effa08ace61a69037968a16f07afd6fc,27/65
865b66d7a51ef5f98ef6e44b93c94795,21/65
0ca20aadf2be8605698497ff98efd488,32/66
18894b2932d9d021bc61ade7a428c112,33/67
ad9ab0cd026d5f12b2dd107efaabbed3,30/67
6428a78112f7754e7e92fcdaed6f45c5,29/67
41d1b3b776d3cc2c4b62ad488e0aa769,30/66
636f3e3a0376a6e0f833b647e57fb66e,29/67
338409c11056c4fdd352ceb7ab4e3ae1,32/66
cc5bf90f256e363fc0d4f48ecdc0706d,35/66
b823fa95f2ac7646d69629bf38f4e777,29/66
eadd86caf356b4542e184a320d771afc,7/66
f9c1d8f8e0dabd617984284ec9a2978d,29/66
54c8d9de4aa31fa3c4e6a7604a73829f,26/60
b6adf296bdc112d8796207e00c9df0ac,35/66
107333eb458e6e50c258ed00ed4065c9,28/66
54d8abf5674915372b8b54ca218da328,26/66
33308b2d578f42a16c2850a1328608f3,29/66
128ad8b8de71f95e1314dc18b3614ca5,32/65
941fdbd489b4b00019d56ada050151dd,32/67
9922b8a9c0f9f4857bace48a4640e299,29/67
b4bc12061fe73e537ffaee51883cddc9,31/67
21d8ef2cb543cd8009c496d43db458cb,11/37
c79b0ad99f000a9da642771408ced3df,32/66
c1cc8a6bf01029fb2cb18917f8f6367b,9/66
a6233284483679a9bfc854b67a8846fb,23/67
bede3dac7ac8e6897de040c2d7565889,31/65
10d055001ca339d109982cdbe721a8ad,32/66
20f2366074be9b117886027fdad64d1a,29/64
cc78b5e16e8bc667f0253291d900cd3b,31/66
bd2d7bc4b72a2eb0655e31c8b136a01a,31/67
b5d1249bb09fafd94f8201f8a88a4dc3,31/67
34faebc4e66f2ce7d8c1269baba269d2,33/67
1d42f68017d0a83f164b9338fcbbbc6a,27/61
81f22d1e0dbdc779fa7681ebc8d0a18b,28/66
a2b4e1af6c6554eb3cb35a8f3fa6234c,25/67
06767097c698301b9e0d991fce6feaa2,27/67
d048f7ae2d244a264e58af67b1a20db0,26/49
cfd3b7357e21b4a30bb11e42c70bf4e3,31/67
2e8d1919c972dada803fe424468aefb0,30/67
07f425508b222cc3afcc2e6d40a05324,28/67
90a683b5e01aa6ce1f5895c8e46871df,7/65
4d12909ce0f38b5e6b3103eede8aca39,25/66
12f02bdd39636f2d71d0e35460a14578,28/65
ae9495ed820f83b8795c79921bfc07bc,29/66
bd3cb83e1be444123f362209bcebaaef,25/67
858fbda568ce0a4ea1abd9e6e7dd4306,31/67
9a205fad94ef2de70957de76ef9d4154,12/67
da43105c590fb30b299803e2abcee3f6,33/67
40fda4cf41ac4297ca7f6861c6b719ba,32/63
d5d1169d1d8289c9256fd2183a610a1f,31/65
b26244ca27cd08ddf2f9526feb9dd623,30/66
91d830f78a3372366b5ae7b78a69963c,33/65
b2612f4cdb90555a0d3416922de3c340,20/66
fcfcc470c29cb0deb0dc80aec0d11c99,30/67
f04b3221f37b0b5bc6eaf77eae60b970,17/66
0857e1f72537c15549cde401c04032ad,23/66
ecb9b1d9d50b216ccd3836f064d915a7,30/66
915fa83db14d1cffb59b3be83126bc86,29/66
6fd4107383433be965c60a181f0c5104,30/67
60db98c64d4855b754a8ac40a1a4df35,28/64
6291cc9e0cf868743b027b312c63ffef,30/67
9022ed70a457c8c62851d3a2c5653f29,34/66
5d2896f32d241293ca07cbc42b3788b9,10/67
d5c5fa9dc47c3d2092801cbd15dc94a2,32/67
d52a43162b34433816f8a148f618b1d9,31/66
d574fb53bc57dd8eab16194bea90fffe,35/67
d8254ac0511d8ea8010155fec0f8d71d,30/67
0ab7828afd55d63bc832adf7c01eba64,38/66
d326c93dca7292df047f1af0ab528691,29/66
87c6893cd56a7fcffbf3e5c6f931392c,30/67
30469c54c230db3c474bed51e3d00016,29/58
e494296de20e1fce9b516e3e9d8fb7fd,30/67
d10c50e1350d4f3298229ab011088b9b,18/67
66d6ba7b0f93696be940b06014e26213,28/67
67dd916d5e36210a2dc83c8b21c4767e,5/66
79f859ea8dcb2519b61d569cac519148,29/66
1b3dfa2e786e146a947a50cf753d17ff,33/66
550690be118b05f9266d9ed174bdb5a1,30/67
d563a3e69c8b61d8ee4c06ebe0d0789e,29/67
44c0a34d57e65b38c617aeaa3f762922,9/67
88b6fdd1f516f123b8fda5a143714afc,43/67
b11abe73a3caf0869e37dea24c71c18d,6/66
b516abdd9bd4b6a8209ff8849979133a,23/67
6e6853909f033631823d02c87b40ad06,45/67
609df3dda5ef0c028b707a332b52ea47,33/66
7640fb4e88cf75877f006aec0067461e,22/58
4fe89afa7d542a2ade71d76fc3f131db,30/66
5be65556a3b0fb510c7842f742469ba4,29/67
7bc5fa5af510311402af2c3d557b6f0f,37/67
5ab411c563e69d3570a0570d47a6c203,34/66
c2c58a49ec310e65b27aea6d377effee,10/67
028e765cb5afcde31640d4518f4bf015,28/61
c7e4d7cab293b1278c5d4559a06b98c9,30/66
94a609e4ff4e8de475ac6ace523e940d,29/66
8d7fb942e77a943167e70cc1d490097e,15/65
e0f4bbf6841709b19ad1305ce0d0eb4b,29/66
b3bdae9b0eef12e0e895cca01763baba,33/66
73403cd8ad4d2bb9977da73ad9ce2424,32/66
7437d8d2479acaf5697d86da148ddffb,28/67
a09e3482f8cbac7410fbfb6fe66d9bd7,34/66
fd5a39dcbd50d46a9caab7a1b4cdeee0,7/46
f1c1f698a24052ac2a7dbec9f483916f,32/67
739eb393b56789d0393d795e4db65121,29/65
a7eb941608df3260e1c8fe4ad82de587,25/59
e75f087d2d002c5181f9b7e2812f3af2,29/67
c6dbf0249889d20f844d8b658d528410,30/67
a08b5005241b80b39253efd916878e26,30/55
64e7c78d113950d91e71c8375fe3188d,31/66
350d44523114a8abd114e08e211e2219,27/66
d348be263f35932a97cab1b6e70df8ef,30/67
247a13beac3e5ba43526269e8d044839,10/63
a2a5c5bff44b8ee8f410bebd4b0c78aa,30/67
33a6da3c779e4fd4f4e1a539b93860f6,30/65
8793a02fd1e7e750cb0e0c746c80ab3f,25/59
0051561185b031d4593912ec6e2a93e7,14/67
8eef4ae23c4d93f1d481a36d741f1fff,33/66
17b3633cd5e420bdf836f0d7809c96f8,24/66
e772503388852ffb29db9b7bbe5fdaa4,22/62
b40304cf882e89128ca53dc9123c341b,31/66
4b014bf0e3141cd0e058d0a3afcda489,29/67
b525410dfc66af2ddf9e87063613b369,24/66
1ee38f20f358886a4f3300796a53e8e9,39/66
6b7ed912dcf5aa4446463013017fdf04,27/66
94b8b28b8a54ef3e18e8a2a0fecc3cd3,10/67
d487ef42c3cbbb65cbf986d302d1b3ab,27/56
0f3606458bae644654ead9c0191a7f3a,26/64
54ae0854c89b50590f38b7364db436be,19/64
9abc22587d48ccba0001c333d5f20d71,29/67
42074ca8848b2fdb42066418b7e8d51a,30/67
7defe5d2de7303e0431bd722f6135755,31/65
a9f31ee27c0fe5768029a242f45686fe,25/57
ecede4a49a14a5b19a76e8edb21de108,29/66
632a9a76f7547d9995f4c429e3aa7345,30/67
73c4ade2865de85243e54c2530af98d7,15/67
815fc5ed5bf2e886af3e29e119b25466,27/66
73196f2d21dd03ba4bf2737a6376b56b,31/65
dcd37ada67be4fea13008aef9493249e,32/66
a8b5d224d7222b833339975904824976,30/66
1878348ebbc7bb956606b4ec1464f04d,28/65
50f869f10a9681e1b7c8925facc42d61,31/67
558716edf83ece44e43c59f9e51f8c32,25/66
c2e17adbcdb66e7120b9766134e2ebe2,32/66
9037e6a30d2fb4edba558fb62715818b,28/65
b44a33b287150bf983f5af98763c61a4,22/66
6dd03b8d3d91ea142d07f75d1190cf4e,31/66
855152a4a7574c2ea40d450d5b5f54ab,30/67
5ca6fdba447cd23099e1adcf93525f19,28/67
f3da7ddf67082fa4e76ea448a7dcb450,27/62
a6fa55f3f8b373c38d0c494a111fa49b,27/57
b324e73f7581fb10b1168dbced0fb0a6,12/67
5734a6cc4b8237acff5f77a7092618e1,26/66
8f0f39b20a6bd74a968fd1c541a414af,9/66
9b1f60397b968b8a7f49ec209fbe6b8d,26/62
f9be40153fa2dcad0b21f49c33519ea3,29/63
f1fabb6dea1b6c6292c55b144462999c,30/66
3e4a04813fb591059bfe6d5595be5731,30/67
4eb9bb61fc2fe084f92064f59b68e200,30/67
88d175ff0b9a20de817c8ca3ed64b8de,29/65
bbeebd8beffb83c7e5831b79f6a5f5a0,29/67
b7d9840d964c536ef9413115f6662416,31/67
a072d4d27a03508b6e23bd8934a2663e,32/66
546ae8a905bcb54195551ecf4bac38cf,27/58
248828d910d85b050864bf1dde11cebe,32/66
3f15c3c283af3b40f57882f76b44c522,33/65
800af9427af1ee7bc4e3c49d66af77e1,29/67
f915fe48e899715ebd86d90d2ebab9aa,30/67
8d498a5610110488c17b8e5b613ed4b4,26/62
f1837ffb1c52838789b795b22a98ddb6,40/67
25e3628d68565bba980c2e164e74e454,31/66
fd3e0d9a3c4c6ec495e52151b5ef5981,30/67
395fec386891376e1da26ea18e057330,26/65
e0dc0bd79589b615eacc74371e4f874f,31/66
0d77bb60d53b1975f5c2ce8293c6ab07,31/66
60765fd44883ba57b88a5c7befb46c5b,26/67
e2be8e2d247416981b9ce4bc3b76200b,30/65
0cc35b4fae13e17daf0c8ef43aea2fc4,28/67
0a63d32b4bc683ea771dd294e2b1c823,31/66
8ca1d25bd0a29b1d7aed26957088133c,9/66
fa07183f4732392234b85aec79d417a2,31/65
0fa568eb9715c659f3b22a180b1ec7fb,31/66
17377bb5862dfed265114f0d62680692,20/67
ecfbfe735f7a30a3ab140f25f04f2591,9/65
e975d03e7cc77651f434b2daa082f19d,31/66
ba9086c4402abebea9697cd5fe415c38,33/66
25b24607a04bf82db01d2e61a1947ca0,28/67
2e8e32ee91d970fb8bf403bd073e5912,23/59
9d0a204c75f25a82ffe2e180d3c379e7,28/65
f99318d0937850b5aaa56aeeace2a8f0,33/66
a984b343e5e0c02ef30fff788272c84b,32/67
977154cc83aef4fc767a9f1789c44acb,28/67
caf50cca2e42bab9a8ca1dfd2a8fed4e,31/66
cfc8c8048c01d18f929ff2288c528afb,31/66
ab88457ada80539f68e8d2c58696e3ac,32/66
6489b9db0d29e646e3003ca4cb6b78dd,25/59
7b0503a156543faa36a29f9ac0ff02ec,10/63
e99ee67e1dea01553e775bee828e0d73,30/67
102307ba2596f7dee327c0c6bc981017,32/66
1853599ec5f80bf19302ecbe5939f9a3,29/67
4570481a775d38f014a62ab14c0aa87e,29/65
6ff71538c2c82d811cdf4f19f9b27dce,31/64
e0d326575b484caa856d8c0a0dc1d15e,28/66
6b3a7aa83b98e00562e0327b3478fb54,19/66
90c490ac15a449bc96d1fae1d0cc04db,32/65
d9b0169f8ec740f3b16df5c99b465650,31/67
8018110827f70edb53cfe9b36809d1c0,41/67
26e28bca49de5bc359cb90567b72a949,31/66
d759a2a22e4363f4005e83cfa5bea291,31/66
f0111ad4b2d3670d63866cd95c0d618b,29/66
fbaeef9fc16e5c294abf234d988e1976,29/67
5a8d12079a35045575b16ce0cc63fb65,28/63
7f3b83ed4d7431a6258cc8338f274f0d,19/67
4462fb2e833b820d89542faa8aec00a4,9/67
c2479c0051890da03a6c944503fe5436,29/66
75af02c63092d6b0e06c2f61f34492b7,24/53
73a959ab6088b7ce98956e93092ed177,18/55
8835b465df843874c5c3ade96398deb5,8/65
e30b5db0d04426cd14d7dd404aa089c9,28/66
f45607ed6a0df90162c0eb7c0af9f671,8/66
7cceedc116aec99f48ddb44b7ae818f5,30/67
6b443dc23144a57c1eb5c6fef76e4fa6,30/67
be5e4a22b0183f349bdb5cab41a468b3,24/67
3bf576ee2cad62f6989895d0e79fca4b,8/67
3283cef2220055522f11ed919954aa25,29/62
8162696d7e0547d1b2d316b800bb27c9,31/66
72d452151ccc5fe7202fc83d20c8926b,24/64
3a4f112a8829fd554749af3cc8be7da7,18/64
2393a42cf28268bb0b8b5a7497d8e95a,29/67
c0e02dc5cf6cad3a6a54a4a1c0cb0f44,30/67
518298791f7abfde4b0533c444ec5100,12/66
dfacd553e97963482ef39bc263bbd0ab,32/66
79514056857ff63bab488e81bbf76fe7,30/63
c884b78f156f0d27b9486466d2ce70f0,31/65
92d1a24a4dfd90a52c7d052576e858be,31/67
e712c48c14773b3e15070ac4fa154552,33/67
92942f820b8aec7275b26f228457a568,33/67
dab97205e5912c8ee31d4110ddec2f07,20/66
7f25f903f5f5b080ea23ce26993f446c,30/63
fd44e61953406586464055222cce209e,33/65
03aa9796bb46a8dfd52b6009d8e11980,28/61
7c3cffd9fdb37819e3f99bec4aeab179,33/66
53552cff53729441eb00c4be261f781e,30/65
040b326f83fc588858544ad456668728,34/65
64cecb779bb6758ef06a1499c22f409a,32/66
374276240762c855e4c7d33518cbc52a,33/67
0ba079bee3b9a22f0be74e2a135545e8,33/66
b2e9a00e878bed7e4e91e7be4aa82d68,29/67
064aedca23f90a7370ea8f1adf41bb38,31/66
133ba7d4d0934327c4f0a5faaf02beb6,30/66
3f7f4b8e9811e913d2a77c07875fa73b,29/66
bc4045b01e8836b4398c4eb3747cc0a2,23/65
f91f8412669668baeeb2395608e9dc7e,32/65
ab0f1c471397ef6d78cf1fb91fcf759d,27/67
b46f5835311990ed522b47a9f3815dce,27/64
f80b3a25d9d7cba0ad8b8f59864229b0,30/66
3d0d2ec2b0505f162b242cce9cfe5c5a,30/67
751540f53008c062f31588a8ae07550f,22/57
d7dc3261871424ce5de7120af790d5df,18/46
8010fe6e8ab7be385c7c6e52e13b3b2c,16/66
96f44cf41d4724e713194c831c307e1a,27/67
d269ce723d17077b3c7cdc457b9b1fc5,44/66
24c63c358d1dc36461f328b1a41a28ec,32/67
9a50a53afae5449cc9c5000055ba91cc,37/65
66388ca258881ebabf9c60645913c648,24/65
d995fcfe3f9658d91bfb60a7f45a9d64,23/66
c1abefe9f2d32d67cd00dd5e730d2500,30/67
6df47c2d66888eae327ad95513e59446,27/64
e13b8c4f3b9cfcf4ab6f0715cb3eb30b,12/66
ccbccf1e6407515eaaa0bdace177cf4e,28/58
24ae6a33d5370a0f38a14fabdea72a8f,32/66
bba97f5dc86702bb39ff59129bade59f,9/66
85c5dcf15b4404ee345a96359224e6b1,8/60
110a3bea0e22f1ab9d699ce60e152c18,33/67
b24ce2ab8a58fa7ce406e67f61feec40,30/66
1d9cb2784d6adb386d08ce5653b5628b,30/67
04374b18ebc2f364be4aeffed068b8d2,30/66
35534167c7b0eaaaabe1b8163a7da1a1,30/66
1799ef83473b2d0a4b2c8d942611d9ce,28/67
8f4da35695b097df56a8f74acab4d1f7,29/67
cfc0b3aa7fd064a19c76f12b7f70c23a,31/66
f06a4ccdcd246e115490e1ab8b05955c,29/66
01537f42f8767072d82992601ed6af45,28/67
c143c045b6f057bfe3efa5d23e03a750,30/67
05a2b9023cd2f8e6e50348f1c2fd69a0,30/67
1c069be0df001c0fe3f09e79731eb19e,26/66
8f4f7f3edb810a04f0ac917c270857dc,29/67
ce796bd886f24c4978088fb11c589490,33/66
4499c6fd3ce28da8f48243aa6bd0d30b,26/65
677037abed45ee0b4e5f69ae079b9249,32/67
68fce691f71093fb0d946c33a0be59c6,41/67
60abc30fabafac5e23388ca204303a34,30/66
3968c31ca40978438644595660388141,25/58
6bbb4bfa6fce4c9bf8434d68c63ce972,29/65
f1601c2ccafed54753b97a1ff7828302,28/66
82217f21e590b447f5213fd2942d5f03,29/66
8179c7389db76f9d93fb40a652e97887,32/66
a0a66d34926686b206fc633a8a2fa067,27/63
7ee4df1ad40325cd13bf1a5b5c5a953b,28/66
4fbb70570a4cae28d8f36680a98e4e5e,29/65
36edc463c753a396855d518bad1e7672,43/65
873eaeba518d4f4adcf0994d05a82de8,20/65
995d08b835d97ae100b2b53a08f05b41,21/53
bdb7e88e1366055c4ebc04266151c735,40/66
0c735977bdf0c8933fc8aa4b20a5632c,41/66
7b195a3982448316a9f7e99dfd19e178,36/66
543f833b4bd5b1f7d91166f0f166263e,45/67
838a08ae0f23963b34c3117ba069027b,26/66
02e7335165f3050e813c0e043a94e88e,39/65
cd7b3946030979ee39ac68053e3b6531,28/67
34d65d769e0ffb0265c5d4bc4103859b,16/38
5bdc5d72fa64b039b702fe41d2d80cdf,21/64
82ec1e8d79ef14169726a826693aeaec,31/56
a94b5f6b49761db9aad242c028f42cfc,40/67
5fd9c89a74fd6a932583fb28032737d7,30/66
e0b4e650d01b5c24e406ec017da4dae9,25/67
ad073d249d9553b109fbe69ace17bfbf,33/67
83196e34d54a83a774be1567a5acbb11,33/67
8a09fb51b2de4a5302e4c0d30c1cb3da,29/67
625124ea80ce08e2c6a9ec02911b3251,29/65
688056b0cfea09a9e1049c98d09ebc01,30/67
9665490d167d1f157a31f6fa64895298,29/65
d0424ee6635826dd1fd87189edb8cdd1,30/67
b90516ef9882920373d27bd96b4c1226,28/67
e6fedae75facc442604f08848af7b177,14/40
1a978ea597c8b643b2ff8621aefecf58,28/67
aec1033af4e061f66f7cd3ed1e99eed2,32/66
fd19adeb0775e5e7d3423325c6f5bb54,30/66
1352a77399c061fee661c448a4702c82,27/67
8b5ff1869f34f7c378a4f7e60eede2e4,9/67
4e16cd3e8cec6b7915d493e48a274aef,31/66
27df9fc9a1ffcf29222099b05600324b,31/66
49123fcc56516c6e60940d7bb33c4a7d,21/53
6d5bc3dba856415dd45eec2144f7e9c0,30/65
486787706231c92531d75a18e399dc5a,31/67
7c2a3f58048118964703d6604f9732d7,33/66
2cd47a8f9e49c6dfc9781f497a04456c,32/67
025e075eaa5f02b6c3c0b4b383d82a5a,22/56
f9732a343aa2303b7a418486d453a705,30/67
abfb7f6f54f8577e783d7cb7383187c7,30/65
78a6d6187f44153c109fc0109d07b888,26/50
c00005193a4f2590277cc3968db62652,6/67
d693f86b5f9ee3dcf647cdaf9ca00555,30/67
3ddee73d5211b8dda35aa9571a0e0b43,30/67
3d2cca16e823c57e9d7758801b3464b4,33/66
78119237fcb75622b101cb8d78690a7c,28/67
059cce04a86550988e424ed882aa36b4,40/67
a66abc6c46de874f29cc2616f6b937d9,19/65
3b23f19ba0065ac34a9e3a2f129a9d7a,30/66
e80d91099fbc4af1573e3f23a02745c9,7/65
e45fefea2e1eff10462488b8c64753cd,31/67
71e7e66abb76eeda21909753e20e3eda,33/65
10eff3b080c0d05cc9916dc1d5aa2639,31/66
97e30144d8ca0f82df2e945287fddf00,34/66
8781f3000efec7e723806bca735f48da,30/67
c3a66cb5ffefa6e2dbf93520c9881f39,28/66
8dd3b8a388ba5f5603a1bfbaf4b34d73,30/67
15ac3342d7868a163bef265d1f6cd2fb,27/67
22ea695bc07f258f2dd6d26c00e0c8cf,29/66
3ba7a167113804ba3b66be6172404c4d,35/67
6cab9393cc2052da70c838aa3029a09d,26/64
9450eda6d99b7f8fdd44d72ba54de0af,10/66
db2851974e38a1557681a65ce4906530,7/65
052cac8c7e59cec3278442917a22de71,30/67
d048b56880443c39e99faccdf792dd7d,28/66
76b08967d48b36257e1a1d1ea4a8d8a1,26/66
a7b229886742499cf279ed171376f8e2,28/67
2093ab4b3766f462d2abbd65884dc47b,29/67
1107db3ef88d50cf0103c8a24c4d88dd,23/66
